flow,reporter,year,indicator,indicator_name,mode,value_musd
export,India,2005,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
export,India,2006,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
export,India,2007,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
export,India,2008,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
export,India,2009,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
export,India,2010,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
export,India,2011,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
export,India,2012,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
export,India,2013,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
export,India,2014,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
export,India,2015,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
export,India,2016,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
export,India,2017,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
export,India,2018,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
export,India,2019,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
export,India,2020,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
export,India,2021,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
export,India,2022,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
export,India,2005,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
export,India,2006,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
export,India,2007,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
export,India,2008,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
export,India,2009,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
export,India,2010,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
export,India,2011,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
export,India,2012,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
export,India,2013,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
export,India,2014,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
export,India,2015,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
export,India,2016,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
export,India,2017,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
export,India,2018,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
export,India,2019,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
export,India,2020,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
export,India,2021,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
export,India,2022,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
export,India,2005,SC,Transport,Mode 1,5194.018
export,India,2006,SC,Transport,Mode 1,6622.779
export,India,2007,SC,Transport,Mode 1,7893.523
export,India,2008,SC,Transport,Mode 1,9779.001
export,India,2009,SC,Transport,Mode 1,2125.372
export,India,2010,SC,Transport,Mode 1,1719.597
export,India,2011,SC,Transport,Mode 1,4616.544
export,India,2012,SC,Transport,Mode 1,11219.44
export,India,2013,SC,Transport,Mode 1,14968.857
export,India,2014,SC,Transport,Mode 1,16361.362
export,India,2015,SC,Transport,Mode 1,12191.815
export,India,2016,SC,Transport,Mode 1,12758.824
export,India,2017,SC,Transport,Mode 1,14244.711
export,India,2018,SC,Transport,Mode 1,15790.077
export,India,2019,SC,Transport,Mode 1,16528.307
export,India,2020,SC,Transport,Mode 1,15591.56
export,India,2021,SC,Transport,Mode 1,21610.773
export,India,2022,SC,Transport,Mode 1,27288.804
export,India,2005,SC1,Sea transport,Mode 1,4244.64
export,India,2006,SC1,Sea transport,Mode 1,5251.22
export,India,2007,SC1,Sea transport,Mode 1,6215.86
export,India,2008,SC1,Sea transport,Mode 1,7909.85
export,India,2009,SC1,Sea transport,Mode 1,1787.06
export,India,2010,SC1,Sea transport,Mode 1,1685.105
export,India,2011,SC1,Sea transport,Mode 1,4595.438
export,India,2012,SC1,Sea transport,Mode 1,7310.778
export,India,2013,SC1,Sea transport,Mode 1,9599.443
export,India,2014,SC1,Sea transport,Mode 1,9932.345
export,India,2015,SC1,Sea transport,Mode 1,7854.131
export,India,2016,SC1,Sea transport,Mode 1,7952.901
export,India,2017,SC1,Sea transport,Mode 1,9336.545
export,India,2018,SC1,Sea transport,Mode 1,10341.109
export,India,2019,SC1,Sea transport,Mode 1,10220.71
export,India,2020,SC1,Sea transport,Mode 1,9806.42
export,India,2021,SC1,Sea transport,Mode 1,13700.471
export,India,2022,SC1,Sea transport,Mode 1,18040.027
export,India,2005,SC11,Passenger (Sea),Mode 1,0.0
export,India,2006,SC11,Passenger (Sea),Mode 1,0.0
export,India,2007,SC11,Passenger (Sea),Mode 1,0.01
export,India,2008,SC11,Passenger (Sea),Mode 1,0.0
export,India,2009,SC11,Passenger (Sea),Mode 1,0.002
export,India,2010,SC11,Passenger (Sea),Mode 1,0.0
export,India,2011,SC11,Passenger (Sea),Mode 1,0.0
export,India,2012,SC11,Passenger (Sea),Mode 1,92.388
export,India,2013,SC11,Passenger (Sea),Mode 1,120.633
export,India,2014,SC11,Passenger (Sea),Mode 1,123.322
export,India,2015,SC11,Passenger (Sea),Mode 1,94.896
export,India,2016,SC11,Passenger (Sea),Mode 1,106.517
export,India,2017,SC11,Passenger (Sea),Mode 1,131.558
export,India,2018,SC11,Passenger (Sea),Mode 1,122.016
export,India,2019,SC11,Passenger (Sea),Mode 1,118.754
export,India,2020,SC11,Passenger (Sea),Mode 1,95.112
export,India,2021,SC11,Passenger (Sea),Mode 1,147.426
export,India,2022,SC11,Passenger (Sea),Mode 1,232.477
export,India,2005,SC12,Freight  (Sea),Mode 1,4244.64
export,India,2006,SC12,Freight  (Sea),Mode 1,5251.22
export,India,2007,SC12,Freight  (Sea),Mode 1,6215.85
export,India,2008,SC12,Freight  (Sea),Mode 1,7909.85
export,India,2009,SC12,Freight  (Sea),Mode 1,1787.058
export,India,2010,SC12,Freight  (Sea),Mode 1,1685.105
export,India,2011,SC12,Freight  (Sea),Mode 1,4595.438
export,India,2012,SC12,Freight  (Sea),Mode 1,7218.39
export,India,2013,SC12,Freight  (Sea),Mode 1,9478.81
export,India,2014,SC12,Freight  (Sea),Mode 1,9809.023
export,India,2015,SC12,Freight  (Sea),Mode 1,7759.235
export,India,2016,SC12,Freight  (Sea),Mode 1,7846.384
export,India,2017,SC12,Freight  (Sea),Mode 1,9204.987
export,India,2018,SC12,Freight  (Sea),Mode 1,10219.093
export,India,2019,SC12,Freight  (Sea),Mode 1,10101.956
export,India,2020,SC12,Freight  (Sea),Mode 1,9711.308
export,India,2021,SC12,Freight  (Sea),Mode 1,13553.045
export,India,2022,SC12,Freight  (Sea),Mode 1,17807.55
export,India,2005,SC13,Other  (Sea),Mode 1,0.0
export,India,2006,SC13,Other  (Sea),Mode 1,0.0
export,India,2007,SC13,Other  (Sea),Mode 1,0.0
export,India,2008,SC13,Other  (Sea),Mode 1,0.0
export,India,2009,SC13,Other  (Sea),Mode 1,0.0
export,India,2010,SC13,Other  (Sea),Mode 1,0.0
export,India,2011,SC13,Other  (Sea),Mode 1,0.0
export,India,2012,SC13,Other  (Sea),Mode 1,0.0
export,India,2013,SC13,Other  (Sea),Mode 1,0.0
export,India,2014,SC13,Other  (Sea),Mode 1,0.0
export,India,2015,SC13,Other  (Sea),Mode 1,0.0
export,India,2016,SC13,Other  (Sea),Mode 1,0.0
export,India,2017,SC13,Other  (Sea),Mode 1,0.0
export,India,2018,SC13,Other  (Sea),Mode 1,0.0
export,India,2019,SC13,Other  (Sea),Mode 1,0.0
export,India,2020,SC13,Other  (Sea),Mode 1,0.0
export,India,2021,SC13,Other  (Sea),Mode 1,0.0
export,India,2022,SC13,Other  (Sea),Mode 1,0.0
export,India,2005,SC2,Air transport,Mode 1,166.42
export,India,2006,SC2,Air transport,Mode 1,281.019
export,India,2007,SC2,Air transport,Mode 1,503.943
export,India,2008,SC2,Air transport,Mode 1,630.051
export,India,2009,SC2,Air transport,Mode 1,84.782
export,India,2010,SC2,Air transport,Mode 1,0.0
export,India,2011,SC2,Air transport,Mode 1,0.0
export,India,2012,SC2,Air transport,Mode 1,3716.745
export,India,2013,SC2,Air transport,Mode 1,5099.176
export,India,2014,SC2,Air transport,Mode 1,6112.826
export,India,2015,SC2,Air transport,Mode 1,4049.538
export,India,2016,SC2,Air transport,Mode 1,4477.927
export,India,2017,SC2,Air transport,Mode 1,4444.452
export,India,2018,SC2,Air transport,Mode 1,4883.232
export,India,2019,SC2,Air transport,Mode 1,5533.157
export,India,2020,SC2,Air transport,Mode 1,4608.661
export,India,2021,SC2,Air transport,Mode 1,5859.247
export,India,2022,SC2,Air transport,Mode 1,7122.699
export,India,2005,SC21,Passenger (Air),Mode 1,166.42
export,India,2006,SC21,Passenger (Air),Mode 1,281.019
export,India,2007,SC21,Passenger (Air),Mode 1,503.943
export,India,2008,SC21,Passenger (Air),Mode 1,630.051
export,India,2009,SC21,Passenger (Air),Mode 1,84.782
export,India,2010,SC21,Passenger (Air),Mode 1,0.0
export,India,2011,SC21,Passenger (Air),Mode 1,0.0
export,India,2012,SC21,Passenger (Air),Mode 1,268.665
export,India,2013,SC21,Passenger (Air),Mode 1,518.686
export,India,2014,SC21,Passenger (Air),Mode 1,930.824
export,India,2015,SC21,Passenger (Air),Mode 1,359.735
export,India,2016,SC21,Passenger (Air),Mode 1,575.339
export,India,2017,SC21,Passenger (Air),Mode 1,378.337
export,India,2018,SC21,Passenger (Air),Mode 1,444.081
export,India,2019,SC21,Passenger (Air),Mode 1,815.07
export,India,2020,SC21,Passenger (Air),Mode 1,279.393
export,India,2021,SC21,Passenger (Air),Mode 1,334.518
export,India,2022,SC21,Passenger (Air),Mode 1,784.084
export,India,2005,SC22,Freight (Air),Mode 1,0.0
export,India,2006,SC22,Freight (Air),Mode 1,0.0
export,India,2007,SC22,Freight (Air),Mode 1,0.0
export,India,2008,SC22,Freight (Air),Mode 1,0.0
export,India,2009,SC22,Freight (Air),Mode 1,0.0
export,India,2010,SC22,Freight (Air),Mode 1,0.0
export,India,2011,SC22,Freight (Air),Mode 1,0.0
export,India,2012,SC22,Freight (Air),Mode 1,3448.08
export,India,2013,SC22,Freight (Air),Mode 1,4580.49
export,India,2014,SC22,Freight (Air),Mode 1,5182.002
export,India,2015,SC22,Freight (Air),Mode 1,3689.803
export,India,2016,SC22,Freight (Air),Mode 1,3902.588
export,India,2017,SC22,Freight (Air),Mode 1,4066.115
export,India,2018,SC22,Freight (Air),Mode 1,4439.151
export,India,2019,SC22,Freight (Air),Mode 1,4718.087
export,India,2020,SC22,Freight (Air),Mode 1,4329.268
export,India,2021,SC22,Freight (Air),Mode 1,5524.729
export,India,2022,SC22,Freight (Air),Mode 1,6338.615
export,India,2005,SC23,Other (Air),Mode 1,0.0
export,India,2006,SC23,Other (Air),Mode 1,0.0
export,India,2007,SC23,Other (Air),Mode 1,0.0
export,India,2008,SC23,Other (Air),Mode 1,0.0
export,India,2009,SC23,Other (Air),Mode 1,0.0
export,India,2010,SC23,Other (Air),Mode 1,0.0
export,India,2011,SC23,Other (Air),Mode 1,0.0
export,India,2012,SC23,Other (Air),Mode 1,0.0
export,India,2013,SC23,Other (Air),Mode 1,0.0
export,India,2014,SC23,Other (Air),Mode 1,0.0
export,India,2015,SC23,Other (Air),Mode 1,0.0
export,India,2016,SC23,Other (Air),Mode 1,0.0
export,India,2017,SC23,Other (Air),Mode 1,0.0
export,India,2018,SC23,Other (Air),Mode 1,0.0
export,India,2019,SC23,Other (Air),Mode 1,0.0
export,India,2020,SC23,Other (Air),Mode 1,0.0
export,India,2021,SC23,Other (Air),Mode 1,0.0
export,India,2022,SC23,Other (Air),Mode 1,0.0
export,India,2005,SC3,Other transport,Mode 1,0.0
export,India,2006,SC3,Other transport,Mode 1,0.0
export,India,2007,SC3,Other transport,Mode 1,0.0
export,India,2008,SC3,Other transport,Mode 1,0.0
export,India,2009,SC3,Other transport,Mode 1,0.0
export,India,2010,SC3,Other transport,Mode 1,0.0
export,India,2011,SC3,Other transport,Mode 1,0.0
export,India,2012,SC3,Other transport,Mode 1,167.31
export,India,2013,SC3,Other transport,Mode 1,245.488
export,India,2014,SC3,Other transport,Mode 1,298.503
export,India,2015,SC3,Other transport,Mode 1,267.206
export,India,2016,SC3,Other transport,Mode 1,305.601
export,India,2017,SC3,Other transport,Mode 1,430.978
export,India,2018,SC3,Other transport,Mode 1,540.825
export,India,2019,SC3,Other transport,Mode 1,736.982
export,India,2020,SC3,Other transport,Mode 1,1129.41
export,India,2021,SC3,Other transport,Mode 1,1986.826
export,India,2022,SC3,Other transport,Mode 1,2040.725
export,India,2005,SC31,Passenger (Other),Mode 1,0.0
export,India,2006,SC31,Passenger (Other),Mode 1,0.0
export,India,2007,SC31,Passenger (Other),Mode 1,0.0
export,India,2008,SC31,Passenger (Other),Mode 1,0.0
export,India,2009,SC31,Passenger (Other),Mode 1,0.0
export,India,2010,SC31,Passenger (Other),Mode 1,0.0
export,India,2011,SC31,Passenger (Other),Mode 1,0.0
export,India,2012,SC31,Passenger (Other),Mode 1,7.408
export,India,2013,SC31,Passenger (Other),Mode 1,5.317
export,India,2014,SC31,Passenger (Other),Mode 1,1.811
export,India,2015,SC31,Passenger (Other),Mode 1,3.938
export,India,2016,SC31,Passenger (Other),Mode 1,1.906
export,India,2017,SC31,Passenger (Other),Mode 1,2.843
export,India,2018,SC31,Passenger (Other),Mode 1,8.462
export,India,2019,SC31,Passenger (Other),Mode 1,6.805
export,India,2020,SC31,Passenger (Other),Mode 1,2.359
export,India,2021,SC31,Passenger (Other),Mode 1,3.4
export,India,2022,SC31,Passenger (Other),Mode 1,33.687
export,India,2005,SC32,Freight (Other),Mode 1,0.0
export,India,2006,SC32,Freight (Other),Mode 1,0.0
export,India,2007,SC32,Freight (Other),Mode 1,0.0
export,India,2008,SC32,Freight (Other),Mode 1,0.0
export,India,2009,SC32,Freight (Other),Mode 1,0.0
export,India,2010,SC32,Freight (Other),Mode 1,0.0
export,India,2011,SC32,Freight (Other),Mode 1,0.0
export,India,2012,SC32,Freight (Other),Mode 1,159.902
export,India,2013,SC32,Freight (Other),Mode 1,240.171
export,India,2014,SC32,Freight (Other),Mode 1,296.692
export,India,2015,SC32,Freight (Other),Mode 1,263.268
export,India,2016,SC32,Freight (Other),Mode 1,303.695
export,India,2017,SC32,Freight (Other),Mode 1,428.135
export,India,2018,SC32,Freight (Other),Mode 1,532.363
export,India,2019,SC32,Freight (Other),Mode 1,730.177
export,India,2020,SC32,Freight (Other),Mode 1,1127.051
export,India,2021,SC32,Freight (Other),Mode 1,1983.426
export,India,2022,SC32,Freight (Other),Mode 1,2007.038
export,India,2005,SC33,Other (Other),Mode 1,0.0
export,India,2006,SC33,Other (Other),Mode 1,0.0
export,India,2007,SC33,Other (Other),Mode 1,0.0
export,India,2008,SC33,Other (Other),Mode 1,0.0
export,India,2009,SC33,Other (Other),Mode 1,0.0
export,India,2010,SC33,Other (Other),Mode 1,0.0
export,India,2011,SC33,Other (Other),Mode 1,0.0
export,India,2012,SC33,Other (Other),Mode 1,0.0
export,India,2013,SC33,Other (Other),Mode 1,0.0
export,India,2014,SC33,Other (Other),Mode 1,0.0
export,India,2015,SC33,Other (Other),Mode 1,0.0
export,India,2016,SC33,Other (Other),Mode 1,0.0
export,India,2017,SC33,Other (Other),Mode 1,0.0
export,India,2018,SC33,Other (Other),Mode 1,0.0
export,India,2019,SC33,Other (Other),Mode 1,0.0
export,India,2020,SC33,Other (Other),Mode 1,0.0
export,India,2021,SC33,Other (Other),Mode 1,0.0
export,India,2022,SC33,Other (Other),Mode 1,0.0
export,India,2005,SC4,Postal and courier services,Mode 1,782.958
export,India,2006,SC4,Postal and courier services,Mode 1,1090.54
export,India,2007,SC4,Postal and courier services,Mode 1,1173.72
export,India,2008,SC4,Postal and courier services,Mode 1,1239.1
export,India,2009,SC4,Postal and courier services,Mode 1,253.53
export,India,2010,SC4,Postal and courier services,Mode 1,34.492
export,India,2011,SC4,Postal and courier services,Mode 1,21.106
export,India,2012,SC4,Postal and courier services,Mode 1,24.607
export,India,2013,SC4,Postal and courier services,Mode 1,24.75
export,India,2014,SC4,Postal and courier services,Mode 1,17.688
export,India,2015,SC4,Postal and courier services,Mode 1,20.94
export,India,2016,SC4,Postal and courier services,Mode 1,22.395
export,India,2017,SC4,Postal and courier services,Mode 1,32.736
export,India,2018,SC4,Postal and courier services,Mode 1,24.911
export,India,2019,SC4,Postal and courier services,Mode 1,37.458
export,India,2020,SC4,Postal and courier services,Mode 1,47.069
export,India,2021,SC4,Postal and courier services,Mode 1,64.229
export,India,2022,SC4,Postal and courier services,Mode 1,85.353
export,India,2005,SDA,Business travel,Mode 1,0.0
export,India,2006,SDA,Business travel,Mode 1,0.0
export,India,2007,SDA,Business travel,Mode 1,0.0
export,India,2008,SDA,Business travel,Mode 1,0.0
export,India,2009,SDA,Business travel,Mode 1,0.0
export,India,2010,SDA,Business travel,Mode 1,0.0
export,India,2011,SDA,Business travel,Mode 1,0.0
export,India,2012,SDA,Business travel,Mode 1,0.0
export,India,2013,SDA,Business travel,Mode 1,0.0
export,India,2014,SDA,Business travel,Mode 1,0.0
export,India,2015,SDA,Business travel,Mode 1,0.0
export,India,2016,SDA,Business travel,Mode 1,0.0
export,India,2017,SDA,Business travel,Mode 1,0.0
export,India,2018,SDA,Business travel,Mode 1,0.0
export,India,2019,SDA,Business travel,Mode 1,0.0
export,India,2020,SDA,Business travel,Mode 1,0.0
export,India,2021,SDA,Business travel,Mode 1,0.0
export,India,2022,SDA,Business travel,Mode 1,0.0
export,India,2005,SDASDB3,Tourism and business travel,Mode 1,0.0
export,India,2006,SDASDB3,Tourism and business travel,Mode 1,0.0
export,India,2007,SDASDB3,Tourism and business travel,Mode 1,0.0
export,India,2008,SDASDB3,Tourism and business travel,Mode 1,0.0
export,India,2009,SDASDB3,Tourism and business travel,Mode 1,0.0
export,India,2010,SDASDB3,Tourism and business travel,Mode 1,0.0
export,India,2011,SDASDB3,Tourism and business travel,Mode 1,0.0
export,India,2012,SDASDB3,Tourism and business travel,Mode 1,0.0
export,India,2013,SDASDB3,Tourism and business travel,Mode 1,0.0
export,India,2014,SDASDB3,Tourism and business travel,Mode 1,0.0
export,India,2015,SDASDB3,Tourism and business travel,Mode 1,0.0
export,India,2016,SDASDB3,Tourism and business travel,Mode 1,0.0
export,India,2017,SDASDB3,Tourism and business travel,Mode 1,0.0
export,India,2018,SDASDB3,Tourism and business travel,Mode 1,0.0
export,India,2019,SDASDB3,Tourism and business travel,Mode 1,0.0
export,India,2020,SDASDB3,Tourism and business travel,Mode 1,0.0
export,India,2021,SDASDB3,Tourism and business travel,Mode 1,0.0
export,India,2022,SDASDB3,Tourism and business travel,Mode 1,0.0
export,India,2005,SDB1,Health-related travel,Mode 1,0.0
export,India,2006,SDB1,Health-related travel,Mode 1,0.0
export,India,2007,SDB1,Health-related travel,Mode 1,0.0
export,India,2008,SDB1,Health-related travel,Mode 1,0.0
export,India,2009,SDB1,Health-related travel,Mode 1,0.0
export,India,2010,SDB1,Health-related travel,Mode 1,0.0
export,India,2011,SDB1,Health-related travel,Mode 1,0.0
export,India,2012,SDB1,Health-related travel,Mode 1,0.0
export,India,2013,SDB1,Health-related travel,Mode 1,0.0
export,India,2014,SDB1,Health-related travel,Mode 1,0.0
export,India,2015,SDB1,Health-related travel,Mode 1,0.0
export,India,2016,SDB1,Health-related travel,Mode 1,0.0
export,India,2017,SDB1,Health-related travel,Mode 1,0.0
export,India,2018,SDB1,Health-related travel,Mode 1,0.0
export,India,2019,SDB1,Health-related travel,Mode 1,0.0
export,India,2020,SDB1,Health-related travel,Mode 1,0.0
export,India,2021,SDB1,Health-related travel,Mode 1,0.0
export,India,2022,SDB1,Health-related travel,Mode 1,0.0
export,India,2005,SDB1SK21,Health services,Mode 1,6.665
export,India,2006,SDB1SK21,Health services,Mode 1,18.389
export,India,2007,SDB1SK21,Health services,Mode 1,30.536
export,India,2008,SDB1SK21,Health services,Mode 1,42.432
export,India,2009,SDB1SK21,Health services,Mode 1,124.444
export,India,2010,SDB1SK21,Health services,Mode 1,44.595
export,India,2011,SDB1SK21,Health services,Mode 1,12.269
export,India,2012,SDB1SK21,Health services,Mode 1,27.795
export,India,2013,SDB1SK21,Health services,Mode 1,43.637
export,India,2014,SDB1SK21,Health services,Mode 1,51.586
export,India,2015,SDB1SK21,Health services,Mode 1,55.183
export,India,2016,SDB1SK21,Health services,Mode 1,59.353
export,India,2017,SDB1SK21,Health services,Mode 1,61.513
export,India,2018,SDB1SK21,Health services,Mode 1,75.717
export,India,2019,SDB1SK21,Health services,Mode 1,77.815
export,India,2020,SDB1SK21,Health services,Mode 1,108.192
export,India,2021,SDB1SK21,Health services,Mode 1,135.983
export,India,2022,SDB1SK21,Health services,Mode 1,170.809
export,India,2005,SDB2,Education-related travel,Mode 1,0.0
export,India,2006,SDB2,Education-related travel,Mode 1,0.0
export,India,2007,SDB2,Education-related travel,Mode 1,0.0
export,India,2008,SDB2,Education-related travel,Mode 1,0.0
export,India,2009,SDB2,Education-related travel,Mode 1,0.0
export,India,2010,SDB2,Education-related travel,Mode 1,0.0
export,India,2011,SDB2,Education-related travel,Mode 1,0.0
export,India,2012,SDB2,Education-related travel,Mode 1,0.0
export,India,2013,SDB2,Education-related travel,Mode 1,0.0
export,India,2014,SDB2,Education-related travel,Mode 1,0.0
export,India,2015,SDB2,Education-related travel,Mode 1,0.0
export,India,2016,SDB2,Education-related travel,Mode 1,0.0
export,India,2017,SDB2,Education-related travel,Mode 1,0.0
export,India,2018,SDB2,Education-related travel,Mode 1,0.0
export,India,2019,SDB2,Education-related travel,Mode 1,0.0
export,India,2020,SDB2,Education-related travel,Mode 1,0.0
export,India,2021,SDB2,Education-related travel,Mode 1,0.0
export,India,2022,SDB2,Education-related travel,Mode 1,0.0
export,India,2005,SDB2SK22,Education services,Mode 1,61.984
export,India,2006,SDB2SK22,Education services,Mode 1,171.011
export,India,2007,SDB2SK22,Education services,Mode 1,283.983
export,India,2008,SDB2SK22,Education services,Mode 1,394.614
export,India,2009,SDB2SK22,Education services,Mode 1,1157.331
export,India,2010,SDB2SK22,Education services,Mode 1,414.734
export,India,2011,SDB2SK22,Education services,Mode 1,114.102
export,India,2012,SDB2SK22,Education services,Mode 1,258.496
export,India,2013,SDB2SK22,Education services,Mode 1,405.822
export,India,2014,SDB2SK22,Education services,Mode 1,479.755
export,India,2015,SDB2SK22,Education services,Mode 1,513.202
export,India,2016,SDB2SK22,Education services,Mode 1,551.979
export,India,2017,SDB2SK22,Education services,Mode 1,572.068
export,India,2018,SDB2SK22,Education services,Mode 1,704.165
export,India,2019,SDB2SK22,Education services,Mode 1,723.68
export,India,2020,SDB2SK22,Education services,Mode 1,811.434
export,India,2021,SDB2SK22,Education services,Mode 1,1019.872
export,India,2022,SDB2SK22,Education services,Mode 1,1281.066
export,India,2005,SDB3,Other personal travel,Mode 1,0.0
export,India,2006,SDB3,Other personal travel,Mode 1,0.0
export,India,2007,SDB3,Other personal travel,Mode 1,0.0
export,India,2008,SDB3,Other personal travel,Mode 1,0.0
export,India,2009,SDB3,Other personal travel,Mode 1,0.0
export,India,2010,SDB3,Other personal travel,Mode 1,0.0
export,India,2011,SDB3,Other personal travel,Mode 1,0.0
export,India,2012,SDB3,Other personal travel,Mode 1,0.0
export,India,2013,SDB3,Other personal travel,Mode 1,0.0
export,India,2014,SDB3,Other personal travel,Mode 1,0.0
export,India,2015,SDB3,Other personal travel,Mode 1,0.0
export,India,2016,SDB3,Other personal travel,Mode 1,0.0
export,India,2017,SDB3,Other personal travel,Mode 1,0.0
export,India,2018,SDB3,Other personal travel,Mode 1,0.0
export,India,2019,SDB3,Other personal travel,Mode 1,0.0
export,India,2020,SDB3,Other personal travel,Mode 1,0.0
export,India,2021,SDB3,Other personal travel,Mode 1,0.0
export,India,2022,SDB3,Other personal travel,Mode 1,0.0
export,India,2005,SE,Construction,Mode 1,0.0
export,India,2006,SE,Construction,Mode 1,0.0
export,India,2007,SE,Construction,Mode 1,0.0
export,India,2008,SE,Construction,Mode 1,0.0
export,India,2009,SE,Construction,Mode 1,0.0
export,India,2010,SE,Construction,Mode 1,0.0
export,India,2011,SE,Construction,Mode 1,0.0
export,India,2012,SE,Construction,Mode 1,0.0
export,India,2013,SE,Construction,Mode 1,0.0
export,India,2014,SE,Construction,Mode 1,0.0
export,India,2015,SE,Construction,Mode 1,0.0
export,India,2016,SE,Construction,Mode 1,0.0
export,India,2017,SE,Construction,Mode 1,0.0
export,India,2018,SE,Construction,Mode 1,0.0
export,India,2019,SE,Construction,Mode 1,0.0
export,India,2020,SE,Construction,Mode 1,0.0
export,India,2021,SE,Construction,Mode 1,0.0
export,India,2022,SE,Construction,Mode 1,0.0
export,India,2005,SF,Insurance and pension services,Mode 1,941.076
export,India,2006,SF,Insurance and pension services,Mode 1,1113.18
export,India,2007,SF,Insurance and pension services,Mode 1,1505.74
export,India,2008,SF,Insurance and pension services,Mode 1,1561.02
export,India,2009,SF,Insurance and pension services,Mode 1,1514.57
export,India,2010,SF,Insurance and pension services,Mode 1,1780.61
export,India,2011,SF,Insurance and pension services,Mode 1,2583.8
export,India,2012,SF,Insurance and pension services,Mode 1,2257.78
export,India,2013,SF,Insurance and pension services,Mode 1,2144.06
export,India,2014,SF,Insurance and pension services,Mode 1,2281.133
export,India,2015,SF,Insurance and pension services,Mode 1,1985.151
export,India,2016,SF,Insurance and pension services,Mode 1,2134.633
export,India,2017,SF,Insurance and pension services,Mode 1,2459.506
export,India,2018,SF,Insurance and pension services,Mode 1,2579.792
export,India,2019,SF,Insurance and pension services,Mode 1,2526.993
export,India,2020,SF,Insurance and pension services,Mode 1,2351.886
export,India,2021,SF,Insurance and pension services,Mode 1,3059.607
export,India,2022,SF,Insurance and pension services,Mode 1,3357.709
export,India,2005,SFSG,Insurance and financial services,Mode 1,2084.096
export,India,2006,SFSG,Insurance and financial services,Mode 1,3470.15
export,India,2007,SFSG,Insurance and financial services,Mode 1,4884.46
export,India,2008,SFSG,Insurance and financial services,Mode 1,5851.85
export,India,2009,SFSG,Insurance and financial services,Mode 1,5131.61
export,India,2010,SFSG,Insurance and financial services,Mode 1,7614.62
export,India,2011,SFSG,Insurance and financial services,Mode 1,8832.84
export,India,2012,SFSG,Insurance and financial services,Mode 1,7609.35
export,India,2013,SFSG,Insurance and financial services,Mode 1,8519.93
export,India,2014,SFSG,Insurance and financial services,Mode 1,7926.103
export,India,2015,SFSG,Insurance and financial services,Mode 1,7329.294
export,India,2016,SFSG,Insurance and financial services,Mode 1,7209.018
export,India,2017,SFSG,Insurance and financial services,Mode 1,6944.559
export,India,2018,SFSG,Insurance and financial services,Mode 1,8012.736
export,India,2019,SFSG,Insurance and financial services,Mode 1,7348.223
export,India,2020,SFSG,Insurance and financial services,Mode 1,6456.449
export,India,2021,SFSG,Insurance and financial services,Mode 1,8175.047
export,India,2022,SFSG,Insurance and financial services,Mode 1,10694.266
export,India,2005,SG,Financial services,Mode 1,1143.02
export,India,2006,SG,Financial services,Mode 1,2356.97
export,India,2007,SG,Financial services,Mode 1,3378.72
export,India,2008,SG,Financial services,Mode 1,4290.83
export,India,2009,SG,Financial services,Mode 1,3617.04
export,India,2010,SG,Financial services,Mode 1,5834.01
export,India,2011,SG,Financial services,Mode 1,6249.04
export,India,2012,SG,Financial services,Mode 1,5351.57
export,India,2013,SG,Financial services,Mode 1,6375.87
export,India,2014,SG,Financial services,Mode 1,5644.97
export,India,2015,SG,Financial services,Mode 1,5344.143
export,India,2016,SG,Financial services,Mode 1,5074.385
