flow,reporter,year,indicator,indicator_name,mode,value_musd
export,India,2021,SJ31,"Architectural, engineering, scientific and other technical services",Mode 4,495.956
export,India,2022,SJ31,"Architectural, engineering, scientific and other technical services",Mode 4,559.469
export,India,2005,SJ311,Architectural services,Mode 4,73.393
export,India,2006,SJ311,Architectural services,Mode 4,90.803
export,India,2007,SJ311,Architectural services,Mode 4,103.26
export,India,2008,SJ311,Architectural services,Mode 4,111.064
export,India,2009,SJ311,Architectural services,Mode 4,55.119
export,India,2010,SJ311,Architectural services,Mode 4,82.952
export,India,2011,SJ311,Architectural services,Mode 4,96.481
export,India,2012,SJ311,Architectural services,Mode 4,107.442
export,India,2013,SJ311,Architectural services,Mode 4,97.52
export,India,2014,SJ311,Architectural services,Mode 4,100.949
export,India,2015,SJ311,Architectural services,Mode 4,93.676
export,India,2016,SJ311,Architectural services,Mode 4,109.808
export,India,2017,SJ311,Architectural services,Mode 4,117.122
export,India,2018,SJ311,Architectural services,Mode 4,112.964
export,India,2019,SJ311,Architectural services,Mode 4,118.336
export,India,2020,SJ311,Architectural services,Mode 4,22.633
export,India,2021,SJ311,Architectural services,Mode 4,24.798
export,India,2022,SJ311,Architectural services,Mode 4,27.973
export,India,2005,SJ312,Engineering services,Mode 4,868.381
export,India,2006,SJ312,Engineering services,Mode 4,1074.374
export,India,2007,SJ312,Engineering services,Mode 4,1221.772
export,India,2008,SJ312,Engineering services,Mode 4,1314.109
export,India,2009,SJ312,Engineering services,Mode 4,652.165
export,India,2010,SJ312,Engineering services,Mode 4,981.481
export,India,2011,SJ312,Engineering services,Mode 4,1141.562
export,India,2012,SJ312,Engineering services,Mode 4,1271.255
export,India,2013,SJ312,Engineering services,Mode 4,1153.85
export,India,2014,SJ312,Engineering services,Mode 4,1194.423
export,India,2015,SJ312,Engineering services,Mode 4,1108.378
export,India,2016,SJ312,Engineering services,Mode 4,1299.25
export,India,2017,SJ312,Engineering services,Mode 4,1385.791
export,India,2018,SJ312,Engineering services,Mode 4,1336.586
export,India,2019,SJ312,Engineering services,Mode 4,1400.152
export,India,2020,SJ312,Engineering services,Mode 4,393.817
export,India,2021,SJ312,Engineering services,Mode 4,431.482
export,India,2022,SJ312,Engineering services,Mode 4,486.738
export,India,2005,SJ313,Scientific and other technical services,Mode 4,117.428
export,India,2006,SJ313,Scientific and other technical services,Mode 4,145.284
export,India,2007,SJ313,Scientific and other technical services,Mode 4,165.216
export,India,2008,SJ313,Scientific and other technical services,Mode 4,177.703
export,India,2009,SJ313,Scientific and other technical services,Mode 4,88.19
export,India,2010,SJ313,Scientific and other technical services,Mode 4,132.722
export,India,2011,SJ313,Scientific and other technical services,Mode 4,154.37
export,India,2012,SJ313,Scientific and other technical services,Mode 4,171.907
export,India,2013,SJ313,Scientific and other technical services,Mode 4,156.031
export,India,2014,SJ313,Scientific and other technical services,Mode 4,161.518
export,India,2015,SJ313,Scientific and other technical services,Mode 4,149.882
export,India,2016,SJ313,Scientific and other technical services,Mode 4,175.693
export,India,2017,SJ313,Scientific and other technical services,Mode 4,187.396
export,India,2018,SJ313,Scientific and other technical services,Mode 4,180.742
export,India,2019,SJ313,Scientific and other technical services,Mode 4,189.338
export,India,2020,SJ313,Scientific and other technical services,Mode 4,36.213
export,India,2021,SJ313,Scientific and other technical services,Mode 4,39.677
export,India,2022,SJ313,Scientific and other technical services,Mode 4,44.758
export,India,2005,SJ32,"Waste treatment and de-pollution, agricultural and mining services",Mode 4,82.567
export,India,2006,SJ32,"Waste treatment and de-pollution, agricultural and mining services",Mode 4,102.153
export,India,2007,SJ32,"Waste treatment and de-pollution, agricultural and mining services",Mode 4,116.167
export,India,2008,SJ32,"Waste treatment and de-pollution, agricultural and mining services",Mode 4,124.947
export,India,2009,SJ32,"Waste treatment and de-pollution, agricultural and mining services",Mode 4,62.008
export,India,2010,SJ32,"Waste treatment and de-pollution, agricultural and mining services",Mode 4,93.32
export,India,2011,SJ32,"Waste treatment and de-pollution, agricultural and mining services",Mode 4,108.541
export,India,2012,SJ32,"Waste treatment and de-pollution, agricultural and mining services",Mode 4,120.873
export,India,2013,SJ32,"Waste treatment and de-pollution, agricultural and mining services",Mode 4,109.709
export,India,2014,SJ32,"Waste treatment and de-pollution, agricultural and mining services",Mode 4,113.567
export,India,2015,SJ32,"Waste treatment and de-pollution, agricultural and mining services",Mode 4,105.386
export,India,2016,SJ32,"Waste treatment and de-pollution, agricultural and mining services",Mode 4,123.534
export,India,2017,SJ32,"Waste treatment and de-pollution, agricultural and mining services",Mode 4,131.763
export,India,2018,SJ32,"Waste treatment and de-pollution, agricultural and mining services",Mode 4,127.085
export,India,2019,SJ32,"Waste treatment and de-pollution, agricultural and mining services",Mode 4,133.128
export,India,2020,SJ32,"Waste treatment and de-pollution, agricultural and mining services",Mode 4,127.311
export,India,2021,SJ32,"Waste treatment and de-pollution, agricultural and mining services",Mode 4,139.487
export,India,2022,SJ32,"Waste treatment and de-pollution, agricultural and mining services",Mode 4,157.351
export,India,2005,SJ33,Operating leasing services,Mode 4,0.0
export,India,2006,SJ33,Operating leasing services,Mode 4,0.0
export,India,2007,SJ33,Operating leasing services,Mode 4,0.0
export,India,2008,SJ33,Operating leasing services,Mode 4,0.0
export,India,2009,SJ33,Operating leasing services,Mode 4,0.0
export,India,2010,SJ33,Operating leasing services,Mode 4,0.0
export,India,2011,SJ33,Operating leasing services,Mode 4,0.0
export,India,2012,SJ33,Operating leasing services,Mode 4,0.0
export,India,2013,SJ33,Operating leasing services,Mode 4,0.0
export,India,2014,SJ33,Operating leasing services,Mode 4,0.0
export,India,2015,SJ33,Operating leasing services,Mode 4,0.0
export,India,2016,SJ33,Operating leasing services,Mode 4,0.0
export,India,2017,SJ33,Operating leasing services,Mode 4,0.0
export,India,2018,SJ33,Operating leasing services,Mode 4,0.0
export,India,2019,SJ33,Operating leasing services,Mode 4,0.0
export,India,2020,SJ33,Operating leasing services,Mode 4,0.0
export,India,2021,SJ33,Operating leasing services,Mode 4,0.0
export,India,2022,SJ33,Operating leasing services,Mode 4,0.0
export,India,2005,SJ34,Trade-related services,Mode 4,0.0
export,India,2006,SJ34,Trade-related services,Mode 4,0.0
export,India,2007,SJ34,Trade-related services,Mode 4,0.0
export,India,2008,SJ34,Trade-related services,Mode 4,0.0
export,India,2009,SJ34,Trade-related services,Mode 4,0.0
export,India,2010,SJ34,Trade-related services,Mode 4,0.0
export,India,2011,SJ34,Trade-related services,Mode 4,0.0
export,India,2012,SJ34,Trade-related services,Mode 4,0.0
export,India,2013,SJ34,Trade-related services,Mode 4,0.0
export,India,2014,SJ34,Trade-related services,Mode 4,0.0
export,India,2015,SJ34,Trade-related services,Mode 4,0.0
export,India,2016,SJ34,Trade-related services,Mode 4,0.0
export,India,2017,SJ34,Trade-related services,Mode 4,0.0
export,India,2018,SJ34,Trade-related services,Mode 4,0.0
export,India,2019,SJ34,Trade-related services,Mode 4,0.0
export,India,2020,SJ34,Trade-related services,Mode 4,0.0
export,India,2021,SJ34,Trade-related services,Mode 4,0.0
export,India,2022,SJ34,Trade-related services,Mode 4,0.0
export,India,2005,SJ35,Other business services n.i.e.,Mode 4,688.055
export,India,2006,SJ35,Other business services n.i.e.,Mode 4,851.273
export,India,2007,SJ35,Other business services n.i.e.,Mode 4,968.063
export,India,2008,SJ35,Other business services n.i.e.,Mode 4,1041.225
export,India,2009,SJ35,Other business services n.i.e.,Mode 4,516.738
export,India,2010,SJ35,Other business services n.i.e.,Mode 4,777.67
export,India,2011,SJ35,Other business services n.i.e.,Mode 4,904.508
export,India,2012,SJ35,Other business services n.i.e.,Mode 4,1007.27
export,India,2013,SJ35,Other business services n.i.e.,Mode 4,914.245
export,India,2014,SJ35,Other business services n.i.e.,Mode 4,946.392
export,India,2015,SJ35,Other business services n.i.e.,Mode 4,878.216
export,India,2016,SJ35,Other business services n.i.e.,Mode 4,1029.451
export,India,2017,SJ35,Other business services n.i.e.,Mode 4,1098.022
export,India,2018,SJ35,Other business services n.i.e.,Mode 4,1059.035
export,India,2019,SJ35,Other business services n.i.e.,Mode 4,1109.401
export,India,2020,SJ35,Other business services n.i.e.,Mode 4,212.186
export,India,2021,SJ35,Other business services n.i.e.,Mode 4,232.479
export,India,2022,SJ35,Other business services n.i.e.,Mode 4,262.251
export,India,2005,SJXSJ34,Other business services (excluding trade-related),Mode 4,4062.475
export,India,2006,SJXSJ34,Other business services (excluding trade-related),Mode 4,5615.401
export,India,2007,SJXSJ34,Other business services (excluding trade-related),Mode 4,6836.602
export,India,2008,SJXSJ34,Other business services (excluding trade-related),Mode 4,8257.811
export,India,2009,SJXSJ34,Other business services (excluding trade-related),Mode 4,6501.14
export,India,2010,SJXSJ34,Other business services (excluding trade-related),Mode 4,8036.142
export,India,2011,SJXSJ34,Other business services (excluding trade-related),Mode 4,8967.517
export,India,2012,SJXSJ34,Other business services (excluding trade-related),Mode 4,11017.57
export,India,2013,SJXSJ34,Other business services (excluding trade-related),Mode 4,10965.042
export,India,2014,SJXSJ34,Other business services (excluding trade-related),Mode 4,11375.424
export,India,2015,SJXSJ34,Other business services (excluding trade-related),Mode 4,11825.105
export,India,2016,SJXSJ34,Other business services (excluding trade-related),Mode 4,12807.284
export,India,2017,SJXSJ34,Other business services (excluding trade-related),Mode 4,13985.522
export,India,2018,SJXSJ34,Other business services (excluding trade-related),Mode 4,15235.022
export,India,2019,SJXSJ34,Other business services (excluding trade-related),Mode 4,17355.968
export,India,2020,SJXSJ34,Other business services (excluding trade-related),Mode 4,4008.334
export,India,2021,SJXSJ34,Other business services (excluding trade-related),Mode 4,4740.698
export,India,2022,SJXSJ34,Other business services (excluding trade-related),Mode 4,6129.438
export,India,2005,SK1,Audio-visual and related services,Mode 4,0.0
export,India,2006,SK1,Audio-visual and related services,Mode 4,0.0
export,India,2007,SK1,Audio-visual and related services,Mode 4,0.0
export,India,2008,SK1,Audio-visual and related services,Mode 4,0.0
export,India,2009,SK1,Audio-visual and related services,Mode 4,57.0
export,India,2010,SK1,Audio-visual and related services,Mode 4,46.427
export,India,2011,SK1,Audio-visual and related services,Mode 4,28.014
export,India,2012,SK1,Audio-visual and related services,Mode 4,60.681
export,India,2013,SK1,Audio-visual and related services,Mode 4,101.012
export,India,2014,SK1,Audio-visual and related services,Mode 4,81.259
export,India,2015,SK1,Audio-visual and related services,Mode 4,69.209
export,India,2016,SK1,Audio-visual and related services,Mode 4,82.815
export,India,2017,SK1,Audio-visual and related services,Mode 4,88.165
export,India,2018,SK1,Audio-visual and related services,Mode 4,123.96
export,India,2019,SK1,Audio-visual and related services,Mode 4,154.48
export,India,2020,SK1,Audio-visual and related services,Mode 4,38.678
export,India,2021,SK1,Audio-visual and related services,Mode 4,56.604
export,India,2022,SK1,Audio-visual and related services,Mode 4,79.178
export,India,2005,SK21,Health services (personal),Mode 4,2.222
export,India,2006,SK21,Health services (personal),Mode 4,6.13
export,India,2007,SK21,Health services (personal),Mode 4,10.179
export,India,2008,SK21,Health services (personal),Mode 4,14.144
export,India,2009,SK21,Health services (personal),Mode 4,41.482
export,India,2010,SK21,Health services (personal),Mode 4,14.865
export,India,2011,SK21,Health services (personal),Mode 4,4.09
export,India,2012,SK21,Health services (personal),Mode 4,9.265
export,India,2013,SK21,Health services (personal),Mode 4,14.545
export,India,2014,SK21,Health services (personal),Mode 4,17.196
export,India,2015,SK21,Health services (personal),Mode 4,18.394
export,India,2016,SK21,Health services (personal),Mode 4,19.784
export,India,2017,SK21,Health services (personal),Mode 4,20.504
export,India,2018,SK21,Health services (personal),Mode 4,25.239
export,India,2019,SK21,Health services (personal),Mode 4,25.938
export,India,2020,SK21,Health services (personal),Mode 4,5.694
export,India,2021,SK21,Health services (personal),Mode 4,7.157
export,India,2022,SK21,Health services (personal),Mode 4,8.99
export,India,2005,SK22,Education services (personal),Mode 4,4.665
export,India,2006,SK22,Education services (personal),Mode 4,12.872
export,India,2007,SK22,Education services (personal),Mode 4,21.375
export,India,2008,SK22,Education services (personal),Mode 4,29.702
export,India,2009,SK22,Education services (personal),Mode 4,87.111
export,India,2010,SK22,Education services (personal),Mode 4,31.217
export,India,2011,SK22,Education services (personal),Mode 4,8.588
export,India,2012,SK22,Education services (personal),Mode 4,19.457
export,India,2013,SK22,Education services (personal),Mode 4,30.546
export,India,2014,SK22,Education services (personal),Mode 4,36.111
export,India,2015,SK22,Education services (personal),Mode 4,38.628
export,India,2016,SK22,Education services (personal),Mode 4,41.547
export,India,2017,SK22,Education services (personal),Mode 4,43.059
export,India,2018,SK22,Education services (personal),Mode 4,53.002
export,India,2019,SK22,Education services (personal),Mode 4,54.471
export,India,2020,SK22,Education services (personal),Mode 4,42.707
export,India,2021,SK22,Education services (personal),Mode 4,53.677
export,India,2022,SK22,Education services (personal),Mode 4,67.425
export,India,2005,SK23,Heritage and recreational services,Mode 4,2.222
export,India,2006,SK23,Heritage and recreational services,Mode 4,6.13
export,India,2007,SK23,Heritage and recreational services,Mode 4,10.179
export,India,2008,SK23,Heritage and recreational services,Mode 4,14.144
export,India,2009,SK23,Heritage and recreational services,Mode 4,41.482
export,India,2010,SK23,Heritage and recreational services,Mode 4,14.865
export,India,2011,SK23,Heritage and recreational services,Mode 4,4.09
export,India,2012,SK23,Heritage and recreational services,Mode 4,9.265
export,India,2013,SK23,Heritage and recreational services,Mode 4,14.545
export,India,2014,SK23,Heritage and recreational services,Mode 4,17.196
export,India,2015,SK23,Heritage and recreational services,Mode 4,18.394
export,India,2016,SK23,Heritage and recreational services,Mode 4,19.784
export,India,2017,SK23,Heritage and recreational services,Mode 4,20.504
export,India,2018,SK23,Heritage and recreational services,Mode 4,25.239
export,India,2019,SK23,Heritage and recreational services,Mode 4,25.938
export,India,2020,SK23,Heritage and recreational services,Mode 4,5.694
export,India,2021,SK23,Heritage and recreational services,Mode 4,7.157
export,India,2022,SK23,Heritage and recreational services,Mode 4,8.99
export,India,2005,SK24,Other personal services,Mode 4,6.665
export,India,2006,SK24,Other personal services,Mode 4,18.388
export,India,2007,SK24,Other personal services,Mode 4,30.536
export,India,2008,SK24,Other personal services,Mode 4,42.432
export,India,2009,SK24,Other personal services,Mode 4,124.444
export,India,2010,SK24,Other personal services,Mode 4,44.595
export,India,2011,SK24,Other personal services,Mode 4,12.269
export,India,2012,SK24,Other personal services,Mode 4,27.795
export,India,2013,SK24,Other personal services,Mode 4,43.637
export,India,2014,SK24,Other personal services,Mode 4,51.586
export,India,2015,SK24,Other personal services,Mode 4,55.183
export,India,2016,SK24,Other personal services,Mode 4,59.353
export,India,2017,SK24,Other personal services,Mode 4,61.513
export,India,2018,SK24,Other personal services,Mode 4,75.717
export,India,2019,SK24,Other personal services,Mode 4,77.815
export,India,2020,SK24,Other personal services,Mode 4,17.083
export,India,2021,SK24,Other personal services,Mode 4,21.471
export,India,2022,SK24,Other personal services,Mode 4,26.97
export,India,2005,SOXSW,Total Services,Mode 4,7102.136
export,India,2006,SOXSW,Total Services,Mode 4,9660.589
export,India,2007,SOXSW,Total Services,Mode 4,12041.961
export,India,2008,SOXSW,Total Services,Mode 4,15015.283
export,India,2009,SOXSW,Total Services,Mode 4,13139.187
export,India,2010,SOXSW,Total Services,Mode 4,16515.792
export,India,2011,SOXSW,Total Services,Mode 4,17597.531
export,India,2012,SOXSW,Total Services,Mode 4,20000.783
export,India,2013,SOXSW,Total Services,Mode 4,21945.858
export,India,2014,SOXSW,Total Services,Mode 4,22431.8
export,India,2015,SOXSW,Total Services,Mode 4,23019.16
export,India,2016,SOXSW,Total Services,Mode 4,22372.666
export,India,2017,SOXSW,Total Services,Mode 4,23151.544
export,India,2018,SOXSW,Total Services,Mode 4,24987.662
export,India,2019,SOXSW,Total Services,Mode 4,27547.072
export,India,2020,SOXSW,Total Services,Mode 4,13232.449
export,India,2021,SOXSW,Total Services,Mode 4,14156.612
export,India,2022,SOXSW,Total Services,Mode 4,16537.411
export,India,2005,SW,Trade margins of wholesalers and retailers,Mode 4,0.0
export,India,2006,SW,Trade margins of wholesalers and retailers,Mode 4,0.0
export,India,2007,SW,Trade margins of wholesalers and retailers,Mode 4,0.0
export,India,2008,SW,Trade margins of wholesalers and retailers,Mode 4,0.0
export,India,2009,SW,Trade margins of wholesalers and retailers,Mode 4,0.0
export,India,2010,SW,Trade margins of wholesalers and retailers,Mode 4,0.0
export,India,2011,SW,Trade margins of wholesalers and retailers,Mode 4,0.0
export,India,2012,SW,Trade margins of wholesalers and retailers,Mode 4,0.0
export,India,2013,SW,Trade margins of wholesalers and retailers,Mode 4,0.0
export,India,2014,SW,Trade margins of wholesalers and retailers,Mode 4,0.0
export,India,2015,SW,Trade margins of wholesalers and retailers,Mode 4,0.0
export,India,2016,SW,Trade margins of wholesalers and retailers,Mode 4,0.0
export,India,2017,SW,Trade margins of wholesalers and retailers,Mode 4,0.0
export,India,2018,SW,Trade margins of wholesalers and retailers,Mode 4,0.0
export,India,2019,SW,Trade margins of wholesalers and retailers,Mode 4,0.0
export,India,2020,SW,Trade margins of wholesalers and retailers,Mode 4,0.0
export,India,2021,SW,Trade margins of wholesalers and retailers,Mode 4,0.0
export,India,2022,SW,Trade margins of wholesalers and retailers,Mode 4,0.0
export,India,2005,SWSJ34,Trade-related services (Distribution),Mode 4,0.0
export,India,2006,SWSJ34,Trade-related services (Distribution),Mode 4,0.0
export,India,2007,SWSJ34,Trade-related services (Distribution),Mode 4,0.0
export,India,2008,SWSJ34,Trade-related services (Distribution),Mode 4,0.0
export,India,2009,SWSJ34,Trade-related services (Distribution),Mode 4,0.0
export,India,2010,SWSJ34,Trade-related services (Distribution),Mode 4,0.0
export,India,2011,SWSJ34,Trade-related services (Distribution),Mode 4,0.0
export,India,2012,SWSJ34,Trade-related services (Distribution),Mode 4,0.0
export,India,2013,SWSJ34,Trade-related services (Distribution),Mode 4,0.0
export,India,2014,SWSJ34,Trade-related services (Distribution),Mode 4,0.0
export,India,2015,SWSJ34,Trade-related services (Distribution),Mode 4,0.0
export,India,2016,SWSJ34,Trade-related services (Distribution),Mode 4,0.0
export,India,2017,SWSJ34,Trade-related services (Distribution),Mode 4,0.0
export,India,2018,SWSJ34,Trade-related services (Distribution),Mode 4,0.0
export,India,2019,SWSJ34,Trade-related services (Distribution),Mode 4,0.0
export,India,2020,SWSJ34,Trade-related services (Distribution),Mode 4,0.0
export,India,2021,SWSJ34,Trade-related services (Distribution),Mode 4,0.0
export,India,2022,SWSJ34,Trade-related services (Distribution),Mode 4,0.0
import,India,2005,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
import,India,2006,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
import,India,2007,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
import,India,2008,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
import,India,2009,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
import,India,2010,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
import,India,2011,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
import,India,2012,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
import,India,2013,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
import,India,2014,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
import,India,2015,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
import,India,2016,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
import,India,2017,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
import,India,2018,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
import,India,2019,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
import,India,2020,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
import,India,2021,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
import,India,2022,SA,Manufacturing services on physical inputs owned by others,Mode 1,0.0
import,India,2005,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
import,India,2006,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
import,India,2007,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
import,India,2008,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
import,India,2009,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
import,India,2010,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
import,India,2011,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
import,India,2012,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
import,India,2013,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
import,India,2014,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
import,India,2015,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
import,India,2016,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
import,India,2017,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
import,India,2018,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
import,India,2019,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
import,India,2020,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
import,India,2021,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
import,India,2022,SB,Maintenance and repair services not included elsewhere,Mode 1,0.0
import,India,2005,SC,Transport,Mode 1,29342.13
import,India,2006,SC,Transport,Mode 1,35758.848
import,India,2007,SC,Transport,Mode 1,45413.831
import,India,2008,SC,Transport,Mode 1,36799.85
import,India,2009,SC,Transport,Mode 1,26255.705
import,India,2010,SC,Transport,Mode 1,32493.158
import,India,2011,SC,Transport,Mode 1,42844.05
import,India,2012,SC,Transport,Mode 1,55361.787
import,India,2013,SC,Transport,Mode 1,55898.41
import,India,2014,SC,Transport,Mode 1,56978.676
import,India,2015,SC,Transport,Mode 1,50409.275
import,India,2016,SC,Transport,Mode 1,45636.681
import,India,2017,SC,Transport,Mode 1,54817.688
import,India,2018,SC,Transport,Mode 1,64071.902
import,India,2019,SC,Transport,Mode 1,65124.156
import,India,2020,SC,Transport,Mode 1,51349.16
import,India,2021,SC,Transport,Mode 1,79571.318
import,India,2022,SC,Transport,Mode 1,105657.242
import,India,2005,SC1,Sea transport,Mode 1,23147.129
import,India,2006,SC1,Sea transport,Mode 1,28869.66
import,India,2007,SC1,Sea transport,Mode 1,34307.161
import,India,2008,SC1,Sea transport,Mode 1,20407.183
import,India,2009,SC1,Sea transport,Mode 1,15036.47
import,India,2010,SC1,Sea transport,Mode 1,19053.75
import,India,2011,SC1,Sea transport,Mode 1,25346.842
import,India,2012,SC1,Sea transport,Mode 1,37916.869
import,India,2013,SC1,Sea transport,Mode 1,38599.802
import,India,2014,SC1,Sea transport,Mode 1,37340.129
import,India,2015,SC1,Sea transport,Mode 1,30546.813
import,India,2016,SC1,Sea transport,Mode 1,24684.78
import,India,2017,SC1,Sea transport,Mode 1,28775.142
import,India,2018,SC1,Sea transport,Mode 1,31763.219
import,India,2019,SC1,Sea transport,Mode 1,29771.304
import,India,2020,SC1,Sea transport,Mode 1,31379.598
import,India,2021,SC1,Sea transport,Mode 1,57105.442
import,India,2022,SC1,Sea transport,Mode 1,73811.496
import,India,2005,SC11,Passenger (Sea),Mode 1,0.0
import,India,2006,SC11,Passenger (Sea),Mode 1,0.0
import,India,2007,SC11,Passenger (Sea),Mode 1,0.0
import,India,2008,SC11,Passenger (Sea),Mode 1,0.0
import,India,2009,SC11,Passenger (Sea),Mode 1,0.0
import,India,2010,SC11,Passenger (Sea),Mode 1,0.0
import,India,2011,SC11,Passenger (Sea),Mode 1,0.0
import,India,2012,SC11,Passenger (Sea),Mode 1,289.239
import,India,2013,SC11,Passenger (Sea),Mode 1,356.914
import,India,2014,SC11,Passenger (Sea),Mode 1,425.562
import,India,2015,SC11,Passenger (Sea),Mode 1,319.983
import,India,2016,SC11,Passenger (Sea),Mode 1,233.619
import,India,2017,SC11,Passenger (Sea),Mode 1,341.552
import,India,2018,SC11,Passenger (Sea),Mode 1,383.472
import,India,2019,SC11,Passenger (Sea),Mode 1,431.05
import,India,2020,SC11,Passenger (Sea),Mode 1,438.307
import,India,2021,SC11,Passenger (Sea),Mode 1,833.052
import,India,2022,SC11,Passenger (Sea),Mode 1,1117.829
import,India,2005,SC12,Freight  (Sea),Mode 1,23147.129
import,India,2006,SC12,Freight  (Sea),Mode 1,28869.66
import,India,2007,SC12,Freight  (Sea),Mode 1,34307.161
import,India,2008,SC12,Freight  (Sea),Mode 1,20407.183
import,India,2009,SC12,Freight  (Sea),Mode 1,15036.47
import,India,2010,SC12,Freight  (Sea),Mode 1,19053.75
import,India,2011,SC12,Freight  (Sea),Mode 1,25346.842
import,India,2012,SC12,Freight  (Sea),Mode 1,37627.63
import,India,2013,SC12,Freight  (Sea),Mode 1,38242.888
import,India,2014,SC12,Freight  (Sea),Mode 1,36914.567
import,India,2015,SC12,Freight  (Sea),Mode 1,30226.83
import,India,2016,SC12,Freight  (Sea),Mode 1,24451.161
import,India,2017,SC12,Freight  (Sea),Mode 1,28433.59
import,India,2018,SC12,Freight  (Sea),Mode 1,31379.747
import,India,2019,SC12,Freight  (Sea),Mode 1,29340.254
import,India,2020,SC12,Freight  (Sea),Mode 1,30941.291
import,India,2021,SC12,Freight  (Sea),Mode 1,56272.39
import,India,2022,SC12,Freight  (Sea),Mode 1,72693.667
import,India,2005,SC13,Other  (Sea),Mode 1,0.0
import,India,2006,SC13,Other  (Sea),Mode 1,0.0
import,India,2007,SC13,Other  (Sea),Mode 1,0.0
import,India,2008,SC13,Other  (Sea),Mode 1,0.0
import,India,2009,SC13,Other  (Sea),Mode 1,0.0
import,India,2010,SC13,Other  (Sea),Mode 1,0.0
import,India,2011,SC13,Other  (Sea),Mode 1,0.0
import,India,2012,SC13,Other  (Sea),Mode 1,0.0
import,India,2013,SC13,Other  (Sea),Mode 1,0.0
import,India,2014,SC13,Other  (Sea),Mode 1,0.0
import,India,2015,SC13,Other  (Sea),Mode 1,0.0
import,India,2016,SC13,Other  (Sea),Mode 1,0.0
import,India,2017,SC13,Other  (Sea),Mode 1,0.0
import,India,2018,SC13,Other  (Sea),Mode 1,0.0
import,India,2019,SC13,Other  (Sea),Mode 1,0.0
import,India,2020,SC13,Other  (Sea),Mode 1,0.0
import,India,2021,SC13,Other  (Sea),Mode 1,0.0
import,India,2022,SC13,Other  (Sea),Mode 1,0.0
import,India,2005,SC2,Air transport,Mode 1,5362.007
import,India,2006,SC2,Air transport,Mode 1,5911.663
import,India,2007,SC2,Air transport,Mode 1,9940.085
import,India,2008,SC2,Air transport,Mode 1,11638.955
import,India,2009,SC2,Air transport,Mode 1,8163.472
import,India,2010,SC2,Air transport,Mode 1,11065.62
import,India,2011,SC2,Air transport,Mode 1,11501.089
import,India,2012,SC2,Air transport,Mode 1,15876.88
import,India,2013,SC2,Air transport,Mode 1,16803.943
import,India,2014,SC2,Air transport,Mode 1,18816.73
import,India,2015,SC2,Air transport,Mode 1,18550.479
import,India,2016,SC2,Air transport,Mode 1,20160.114
import,India,2017,SC2,Air transport,Mode 1,24983.658
import,India,2018,SC2,Air transport,Mode 1,31086.566
import,India,2019,SC2,Air transport,Mode 1,33976.06
import,India,2020,SC2,Air transport,Mode 1,18654.561
import,India,2021,SC2,Air transport,Mode 1,20357.385
import,India,2022,SC2,Air transport,Mode 1,30212.031
import,India,2005,SC21,Passenger (Air),Mode 1,2090.38
import,India,2006,SC21,Passenger (Air),Mode 1,1892.71
import,India,2007,SC21,Passenger (Air),Mode 1,2471.27
import,India,2008,SC21,Passenger (Air),Mode 1,2477.05
import,India,2009,SC21,Passenger (Air),Mode 1,430.742
import,India,2010,SC21,Passenger (Air),Mode 1,0.0
import,India,2011,SC21,Passenger (Air),Mode 1,0.0
import,India,2012,SC21,Passenger (Air),Mode 1,1462.07
import,India,2013,SC21,Passenger (Air),Mode 1,1896.67
